descrizione
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec: la pec indicata nel contratto è in realtà una mail, quindi la pratica non è stata accettata da AFC
per cambio MANDATO DI ADDEBITO SEPA,
MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Modalità CLIENTE RICHIEDE FATTURA UNICA, modificare in in SFA modalità pagamento  soggetto passivo residente in Italia , è stato scelto residente estero 
SEDE LEGALE, CAP mancante 
SEDE LEGALE, Nazione, MANCANTE
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, scheda cliente e CRM civico 6, DISCORDANTE CON VISURA CIVICO 9
Presenza del modulo, Presenza del modulo, TUTTO IL CONTRATTO APPARE TRONCATO IN SENSO VERTICALE
la DOCUMENTAZIONE deve essere quella in vigore, NO Ed, Marzo 2021 (n.b.  - il contratto allegato è già stato attivato)
Policy del credito incompleta e scaduta
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Luogo e data, MANCA LUOGO E DATA
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, MANCA TIMBRO E FIRMA
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Luogo e data, MANCA LUOGO E DATA
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, MANCA FIRMA
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , MODULO NON COMPILATO
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, MODULO NON COMPILATO
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, MODULO NON COMPILATO
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, MODULO NON COMPILATO
Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, discordante con il nome della scheda cliente
Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, discordante con il nome della scheda cliente
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), aggiunto manuale non consentita per tipologia di contratto. lo scenario scelto codice univoco e mail non necessita altro indirizzo 
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, aggiunto manuale non consentita per tipologia di contratto. lo scenario scelto codice univoco e mail non necessita altro indirizzo 
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo fisico, aggiunto manuale non consentita per tipologia di contratto. lo scenario scelto codice univoco e mail non necessita altro indirizzo 
POLICY DEL CREDITO SCADUTA
MANCA CARTA IDENTITà E C. FISCALE DEL SOTTOSCRITTORE
numero civico non corrisponde in crm e cerved
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, numero civico non corrisponde in crm e cerved
Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Luogo e data, manca luogo e data
Approvazione specifica Articoli, Luogo e data, manca luogo e data
"DAVANTI A FORTE MANCA  ASSOCIAZIONE FORTE .
IN CRM è STATA CENSITA CON QUESTA DENOMINAZIONE"
Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, accettazione proposta contrattuale: Mancano le firme e il timbro
Approvazione specifica Articoli, Firma, accettazione proposta contrattuale: Mancano le firme e il timbro
Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, Informativa privacy: Manca firma
mancano documenti carta d'identità codice fiscale
"Legge 13 agosto 2010 , Flag SI/NO, Essendo un pubblica amm.ne il flag sulla Legge 13 agosto 2010, andava sulla casella ""SI"""
Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , Modulo privacy non compilato nelle sue parti.
Informativa Privacy soggetti giuridici (2 scelte), luogo e data
Informativa Privacy soggetti giuridici (2 scelte), nome e cognome
Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente
MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, pec assente perchè indicata nel rigo  errato- il contratto deve essere confome  a quanto richiesto dal modulo
sede legale non corrisponde in crm
Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Versione in vigore, non compilato
Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Luogo e data, non compilato
Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, non compilato
Approvazione specifica Articoli, Luogo e data, non compilato 
Approvazione specifica Articoli, Firma, non compilato
SEDE LEGALE, Via, non corrisponde in crm
SEDE LEGALE, Numero Civico, non corrisponde in crm
SEDE LEGALE, CAP, non corrisponde in crm
SEDE LEGALE, Località, non corrisponde in crm
Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , non compilato
Informativa Privacy soggetti giuridici (2 scelte), luogo e data, non compilato
Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, non compilato
Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, non compilato
E' obbligatorio allegare al contratto copia scanner del documento d'identità e codice fiscale del firmatario 
MANCA COPIA CF, E COPIA CI NON LEGGIBILE
SEDE LEGALE, Numero Civico, CIVICO NELLA VISURA 1/3, pregasi allineare scheda cliente e CRM
SEDE LEGALE, Via, INDIRIZZO DIVERSO IN CERVED
SEDE LEGALE, Numero Civico, INDIRIZZO DIVERSO IN CERVED
SEDE LEGALE, CAP, INDIRIZZO DIVERSO IN CERVED
SEDE LEGALE, Località, INDIRIZZO DIVERSO IN CERVED
SEDE LEGALE, Provincia, INDIRIZZO DIVERSO IN CERVED
Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, discordante con scheda cliente
Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, discordante con scheda cliente
Informativa Privacy soggetti giuridici (2 scelte), nome e cognome. il nome e cognome riportato sul modulo della privacy non risulta essere il solito della proposta dell'accettazione . Si prega di verificare e correggere
sulla scheda cliente manca il cap della sede legale
manca policy del credito obbligatoria per pagamento posticipato
MANCA COPIA  DEL  CODICE FISCALE
Conoscenza e Accettazione , Firma, la firma non è di Renzo Marcello Odoardi
Approvazione specifica Articoli, Firma, la firma non è di Renzo Marcello Odoardi e non è leggibile
Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, è stato indicato Fabio Di Berardino non è indicato sulla scheda cliente . firma errata non è di Renzo Marcello Odoardi
Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, firma errata non è di Renzo Marcello Odoardi
manca la sede legale su SFA,no a correzioni EXTRA SFA
SEDE LEGALE, Via, discordante da visura camerale e CRMO
SEDE LEGALE, Numero Civico, discordante da visura camerale e CRMO
codice fiscale ILLEGGIBILE
MANCA FOTOCOPIA CODICE FISCALE
MANCA CF, PREGASI INSERIRE COPIA CF IN CALCE AL CONTRATTO
CARTA D'IDENTITA' NON LEGGIBILE, PREGASI RIFARE LA SCANSIONE
CRM INDIRIZZO SEDE LEGALE DISCORDANTE DA VISURA CERVED
SEDE LEGALE, Via, DISCORDANTE DA VISURA CAMERALE LINCE CERVED
SEDE LEGALE, Numero Civico, DISCORDANTE DA VISURA CAMERALE LINCE CERVED
LA VIA DELLA SEDE LEGALE SU SFA E CONTRATTO NON E' CORRETTA, LA VIA  ANCHE IL TIMBRO CORREGGERE NON CORRISPONDE CON VISURA CAMERALE 
ALLEGATO AMMINISTRATIVO NON CONFORME, IL CLIENTE E' RESIDENTE IN ITALIA NON E' STATO CORRETTO
Validità, Validità, POLICY SCADUTA NON E' STATA AGGIORNATA
I DOCUMENTI (CARTA IDENTITA' E TESSERA SANITARIA) NON SONO LEGGIBILI
pregasin inserie copia CI E CF IN CALCE AL CONTRATTO
DATI ANAGRAFICI, Nome, manca NOME
DATI ANAGRAFICI, Cognome , manca COGNOME
DATI ANAGRAFICI, In qualità di, manca:   in qualità .....
nella procedura  CRMO la ditta è censita come SOCIETA' SEMPLICE mentre  trattasi  di  una  S.R.L.
quanto richiesto da precedente comunicazione, non e' stato tolto o il codice destinatario oppure la pec . ci devono essere solo l'uno o l'altro .Si prega di correggere il modulo dell'allegato amministrativo
il contratto e' illegibile : soprattutto allegato amministrativo (non si legge niente)  e nella privacy il cliente ha firmato 2 volte . la parte nome e cognome deve essere riportata in stampatello.
SEDE LEGALE, rivedere la via, non coincide come riportato su Visura e Crmo
SEDE LEGALE, manca la provincia.
MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, rivedere la tipologia di cliente, poiché la classificazione territoriale risulta essere in italia.
Informativa Privacy soggetti giuridici (2 scelte), manca il luogo.
Rivedere la carta d'identità in allegato, poiché in scadenza.
la sede legale differisce da cerved  allineare i sistemi SFA e CRMO
SEDE LEGALE, Via, la sede legale differisce da cerved dove risulta
SEDE LEGALE, Località, la sede legale differisce da cerved dove risulta
Completezza, Completezza, devono essere allegate le CGC  ED. MARZO 2022
SEDE LEGALE, Via, Sede legale, corso DISCORDANTE CON VISURA
SEDE LEGALE, Numero Civico
MANCA COPIA CI E CF, PREGASI INSERIRE IN CALCE AL CONTRATTO
SEDE LEGALE SFA E VISURA CAMERALE DISCORDANTE DA CRM
Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Versione in vigore, OCCORRE VERSIONE MARZO 2022
Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, NON E' IL RAPPRESENTANTE LEGALE ATTUALE
Approvazione specifica Articoli, Firma, NON E' IL RAPPRESENTANTE LEGALE ATTUALE
DATI ANAGRAFICI, Nome, NON E' IL RAPPRESENTANTE LEGALE ATTUALE
DATI ANAGRAFICI, Cognome , NON E' IL RAPPRESENTANTE LEGALE ATTUALE
DATI ANAGRAFICI, In qualità di, NON E' IL RAPPRESENTANTE LEGALE ATTUALE
DATI ANAGRAFICI, Natura giuridica, MANCA NATURA GIURIDICA
SEDE LEGALE, Via, DISCORDANTE DA CRM
SEDE LEGALE, Numero Civico, DISCORDANTE DA CRM
SEDE LEGALE, CAP, DISCORDANTE DA CRM
SEDE LEGALE, Località, DISCORDANTE DA CRM
SEDE LEGALE, Provincia, DISCORDANTE DA CRM
RIFERIMENTI DEL CLIENTE SYSTEM ADMINISTRATOR, Nome, NON E' IL RAPPRESENTANTE LEGALE ATTUALE
RIFERIMENTI DEL CLIENTE SYSTEM ADMINISTRATOR, Cognome , NON E' IL RAPPRESENTANTE LEGALE ATTUALE
RIFERIMENTI DEL CLIENTE SYSTEM ADMINISTRATOR, Codice Fiscale, NON E' IL RAPPRESENTANTE LEGALE ATTUALE
RIFERIMENTI DEL CLIENTE SYSTEM ADMINISTRATOR, Telefono Cellulare, NON E' IL RAPPRESENTANTE LEGALE ATTUALE
RIFERIMENTI DEL CLIENTE SYSTEM ADMINISTRATOR, E-mail, NON E' IL RAPPRESENTANTE LEGALE ATTUALE
Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, NON E' IL RAPPRESENTANTE LEGALE ATTUALE
Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, NON E' IL RAPPRESENTANTE LEGALE ATTUALE
ALLEGARE CARTA IDENTITA' E CODICE FISCALE DEL RAPPRESENTANTE LEGALE
SCHEDA CLIENTE, MANCA LA NATURA GIURIDICA
E' obbligatorio allegare al contratto copia scanner del documento d'identità e codice fiscale del firmatario
"E' obbligatorio allegare al contratto copia scanner del documento d'identità e codice fiscale del firmatario
"
DATI ANAGRAFICI, Ragione sociale , la ragione sociale differisce dalla visura
mancano copie doc.identità e cod.fisc.
DATI ANAGRAFICI, Ragione sociale , DA VERIFICA CERVED LA RAGIONE SOCIALE CORRETTA 
Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, FIRMA NON LEGGIBILE E NON PER ESTESO (è UN MONOGRAMMA)
Approvazione specifica Articoli, Firma, FIRMA NON LEGGIBILE E NON PER ESTESO (è UN MONOGRAMMA) E COPERTA DAL TIMBRO
Altro, Numero di protocollo, PROTOCOLLO NON LEGGIBILE
Informativa Privacy Persone fisiche o assimilate, liberi professionisti e Amministratori di condominio (4 scelte), spunta scelte , è STATA COMPILATA PER ERRORE LA SEZIONE RISERVATA AI PRIVATI
Presenza del modulo, Presenza del modulo, IL PROTOCOLLO è ILLEGGIBILE COME TUTTA LA PAGINA
Informativa Privacy Persone fisiche o assimilate, liberi professionisti e Amministratori di condominio (4 scelte), firma del richiedente, FIRMA NON LEGGIBILE E NON PER ESTESO (è UN MONOGRAMMA)
SEDE LEGALE, Numero Civico, NUMERO IN VISURA CCIAA E RDI: 37
MANCA LA FOTOCOPIA DEL CODICE FISCALE O TESSERA SANITARIA
Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Versione in vigore, versione vecchia
DATI ANAGRAFICI, Partita IVA, se è piva italiana si deve censire correttamente in CRM
DATI ANAGRAFICI, Codice Fiscale, se è CF italiano si deve censire correttamente il CRM
DATI ANAGRAFICI, Natura giuridica, in CRM risulta censito come  forma giuridica SOC. ESTERA. far sistemare in CRM perchè piva e CF risultano italiani.
INDIRIZZO SEDE LEGALE SFA E CRM DISCORDANTI DA VISURA CAMERALE
SEDE LEGALE, Via, DISCORDANTE DA VISURA CAMERALE
SEDE LEGALE, Numero Civico, DISCORDANTE DA VISURA CAMERALE
SEDE LEGALE, CAP, DISCORDANTE DA VISURA CAMERALE
MANCANO DOCUMENTI: CARTA IDENTITA' E CODICE FISCALE
SEDE LEGALE, Via
SEDE LEGALE, CAP
SEDE LEGALE, Provincia
SEDE LEGALE, Nazione
DATI ANAGRAFICI, Ragione sociale , LA RAGIONE SOCIALE NON CORRISPONDE A  VISURA, INOLTRE DALLA STESSA L'IMPRESA RISULTA ESSERE CANCELLATA 
SEDE LEGALE, NON E' STATA COMPILATA
MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, MODULO ERRATO (NON RESIDENTE IN ITALIA)
LA SEDE LEGALE SU SFA NON CORRISPONDE A VISURA CAMERALE
carta d'identità scaduta
due ID in CRM far togliere uno
Il contratto non è stato caricato correttamente. Su SD si vede solo la prima pagina (copertina). Si prega di provvedere al reinoltro , grazie
Il modello privacy non è compilato e ratificato come da norma.
DATI ANAGRAFICI, Pubblica Amministrazione, il flag andava su pubblica amministrazione
mancano le copie della carta identità e del codice fiscale del sottoscrittore del contratto
DATI ANAGRAFICI, Pubblica Amministrazione, il cliente è una P.A
MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, è una Pa
MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Ufficio
MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice IPA (se non fornito Codice Ufficio)
MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Destinatario
MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario)
Legge 13 agosto 2010 , Flag SI/NO, il cliente è soggetto
DOCUMENTI NON CHIARI
DATI ANAGRAFICI, Ragione sociale , discordante con CRMO
SEDE LEGALE, Via, DISCORDANTE CON VISURA CAMERALE
SEDE LEGALE, Numero Civico, DISCORDANTE CON VISURA CAMERALE
LA CARTA D'IDENTITA è SCADUTA 
LA CARTA D'IDENTITA' E' SCADUTA
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, LA FIRMA DEVE ESSERE LEGGIBILE E COERENTE CON DOCUMENTO DI IDENTITA' E MODULO PRIVACY
POLICY DEL CREDITO, Validità, Validità, DATA VERIFICHE POLICY:19.10.2022 (DOCUMENTO SCADUTO)
SEDE LEGALE, Località, la localita' non corrisponde in crm da correggere
il documento identità è poco leggibile e sbiadito
Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , MANCA FLAG PUNTO A
SEDE LEGALE, Via, DIVERSA DA VISURA CAMERALE CERVED
SEDE LEGALE, Numero Civico, DIVERSO DA VISURA CAMERALE CERVED
ALLINEARE DATI CRM SEDE LEGALE DIVERSA DA VISURA CAMERALE-CERVED
Informativa Privacy soggetti giuridici (2 scelte), luogo e data, MODULO INFORMATIVA PRIVACY : MANCA L'INDICAZIONE DELLA DATA
MANCA FOTOCOPIA RETRO CODICE FISCALE
come da intercorso contatto in teams con venditore, si chiede la verifica della partita IVA. Visura,  Situazione impresa: CANCELLATA dal 30/11/2022 
documenti del rappresentante legale non sono leggibili
DATI ANAGRAFICI, Pubblica Amministrazione
Presenza del modulo, Presenza del modulo
"codice fiscale del Rappresante Legale
mancante"
MANCANO LE SPUNTE SULLA PRIVACY (GIA' SEGNALATO E NON REGOLARIZZATO)
RAGIONE SOCIALE IN SFA, CRM E CONTRATTO DISCORDANTE DA CERVED: INTERVENIRE SU SFA E CONTRATTO
POLICY SCADUTA E NON REGOLARE
"Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, Si richiede che la firma sia per esteso e leggibile, per convalidare il contratto.
Grazie."
"Approvazione specifica Articoli, Firma, La firma non è per esteso e non leggibile.
Grazie."
Informativa Privacy soggetti giuridici (2 scelte), luogo e data, Manca la data di sottoscrizione.
Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, La firma non è per esteso e non leggibile.
Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, LA FIRMA NON è DEL LEGALE RAPPRESENTANTE IN SCHEDA CLIENTE
Approvazione specifica Articoli, Firma, LA FIRMA NON è DEL LEGALE RAPPRESENTANTE IN SCHEDA CLIENTE
Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, IL NOMINATIVO NON è DEL LEGALE RAPPRESENTANTE IN SCHEDA CLIENTE
Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, LA FIRMA NON è DEL LEGALE RAPPRESENTANTE IN SCHEDA CLIENTE
LA CARTA D'IDENTITà NON è DEL LEGALE RAPPRESENTANTE IN SCHEDA CLIENTE
LA FOTOCOPIA DEL CODICE FISCALE è MANCANTE
SEDE LEGALE, Via, VIA ERRATA
SEDE OPERATIVA , Via, VIA ERRATA
SEDE OPERATIVA , Numero Civico, NUMERO MANCANTE
MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo per comunicazione emissione, NESSUN INDIRIZZO PRESENTE
MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, CASELLA E-MAIL MANCANTE
Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, MANCA NOME MARIA
DATI ANAGRAFICI, Ragione sociale , VISURA: P & G S.R.L. - IN LIQUIDAZIONE -
SEDE LEGALE, Via, VISURA
CI SCADUTA
visualizzazione consensi privacy non consentita dal sistema
IL CONTRATTO INSERITO NON CORRISPONDE A PDB
Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, firma non leggibile
Approvazione specifica Articoli, Firma, firma non leggibile
Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, firma non leggibile
SEDE LEGALE, Numero Civico, numero corretto: 140/142
fotocopia della  carta d'identità poco leggibile
SCHEDA CLIENTE, SEDE LEGALE, Via, discordante da CRM /VISURA apporre correzione ed rinviare il nuovo pdf  da SFA rinviare a COO 
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, discordante da CRM /VISURA  apporre correzione ed rinviare il nuovo pdf  da SFA rinviare a COO 
SCHEDA CLIENTE, SEDE LEGALE, CAP, discordante da CRM /VISURA apporre correzione ed rinviare il nuovo pdf  da SFA rinviare a COO 
POLICY DEL CREDITO, Validità, Validità, MODULO SCADUTO
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , DISCORDANTE CON LA VISURA CAMERALE E CRMO.
SCHEDA CLIENTE, SEDE LEGALE, Via, sede legale su ceved diversa  
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, numero civico su cerved diverso
SCHEDA CLIENTE, SEDE LEGALE, Via, Via non presente
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, N.CIVICO NON PRESENTE
SCHEDA CLIENTE, SEDE LEGALE, CAP, NON PRESENTE
SCHEDA CLIENTE, SEDE LEGALE, Nazione, NON PRESENTE
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, ALLEGATO AMM.COMPILATO ERROREAMENTE VISTO LA VISURA,DOVEVA ESSERE FLEGGATO NEL TERRITORIO ITALIANO
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Modalità CLIENTE RICHIEDE FATTURA UNICA, è stato scelto soggetto con p iva residente in Italia, devi scegliente opzione soggetto senza p iva 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, discordante da scheda cliente 
ALLEGATO AMMINISTRATIVO, MODALITA' DI PAGAMENTO, Borsellino Elettronico / Posticipato
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE
ALLEGATO AMMINISTRATIVO ERRATO, PER SOGGETTI RESIDENTI ALL'ESTERO ANZICHE IN ITALIA
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , Informativa Privacy mancano le spunte
NFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , Informativa Privacy mancano le spunte
nella proposta contrattuale manca luogo e firma
informativa privacy mancano le spunte
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Luogo e data, manca il luogo e la data
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, la firma non è leggibile
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Luogo e data, manca la data
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, firma non leggibile
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Versione in vigore, anno edizione non corrisponde a quella delle c.g.c.
si chiede copia attribuzione  cod.fiscale del legale rappr. 
policy del credito non è aggiornata Data Verifica: 22/06/22.il contratto non si può accettare.Il contratto non può essere lavorato.dopo aver mandato diverse mail non avendo avuto riscontro il contratto viene restituito
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, firma non leggibile
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, inserito a penna correzione non valida
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, firma non leggibile
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, LUOGO ILLEGGIBILE SBIADITO 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, LA FIRMA DEVE ESSERE PER ESTESO E LEGGIBILE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, LA FIRMA DEVE ESSERE PER ESTESO E LEGGIBILE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, LA FIRMA DEVE ESSERE PER ESTESO E LEGGIBILE
PATENTE SBIADITA ILLEGGIBILE
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , nel contratto caricato mancano le spunte sui consensi privacy
SCHEDA CLIENTE IL TIMBRO DEVE RIPORTARE N CIVICO UUGUALE COME SU CRM CHE SAREBBE 8/10
"policy del credito ragione sociale esatta come da crm
sarebbe robe di VIAGGIO "
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, firma non leggibile 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, firma non leggibile e incompleta
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, firma non leggibile e incompleta
i documenti d'identità allegati sono poco leggibili
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , DISCORDANTE CON LA VISURA CAMERALE E CRMO
SCHEDA CLIENTE, SEDE LEGALE, Via, DISCORDANTE CON LA VISURA CAMERALE E CRMO
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, DISCORDANTE CON LA VISURA CAMERALE E CRMO
SCHEDA CLIENTE, SEDE LEGALE, Via, SEDE LEGALE  DISCORDANTE IN VISURA
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, LA FIRMA DEVE ESSERE PER ESTESO COME SUL DOCUMENTO DI IDENTITA'
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, LA FIRMA DEVE ESSERE PER ESTESO COME SUL DOCUMENTO DI IDENTITA'
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, LA FIRMA DEVE ESSERE PER ESTESO COME SUL DOCUMENTO DI IDENTITA'
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, LA FIRMA DEVE ESSERE LEGIBILE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, LA FIRMA DEVE ESSERE LEGIBILE
MANCA LA CARTA D'IDENTITA' E IL CODICE FISCALE FRONTE E RETRO DEL FIRMATARIO
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, firma non leggibile coperta dal timbro come da disposizioni chiare e leggibile
SYSTEM ADMINISTRATOR, Telefono Cellulare, INDICARE numero di cellulare, non è possibile utilizzare il fisso
PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, La firma deve essere leggibile come indicato sulla modulistica (devono potersi intendere Nome e Cognome)  ED EMETTERE IL TIMBRO AL DI SOTTO DELLA FIRMA 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, LA FIRMA DEVE ESSERE LEGGIBILE E NON SOVRAPPOSTA AL TIMBRO
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, LA FIRMA DEVE ESSERE ESTESA E LEGGIBILE
ALLEGATO AMMINISTRATIVO NON C'è CODICE DESTINATARIO OBBLIGATORIO EMAIL PEC
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, firma non leggibile COME RICHIESTO NEL CONTRATTO
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, INSERIRE O mail O pec
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Luogo e data, manca la data dell'accettazione della proposta contrattuale
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Luogo e data, manca la data 
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Destinatario, non sono consentiti inserimenti manuali
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, non si accetta mail e pec insieme
